Config ID,Loss,Accuracy,Model Params,tflite Size,Loss_1,Loss_2,Loss_3,Loss_4,Loss_5,Accuracy_1,Accuracy_2,Accuracy_3,Accuracy_4,Accuracy_5
_12-96-80,0.3661977112293243,0.8314447522163391,141713,570.176,0.3661977112293243,0.42564696073532104,0.423306941986084,0.3833518624305725,0.3177555799484253,0.8314447522163391,0.7974504232406616,0.8130311369895935,0.7917847037315369,0.8696883916854858
_12-96-96,0.17722559720277786,0.9297450423240662,166337,668.672,0.17722559720277786,0.3407004773616791,0.16131459176540375,0.12188916653394699,0.14534159004688263,0.9297450423240662,0.8229461908340454,0.9575070738792419,0.9631727933883667,0.9433428049087524
_12-96-128,0.23508892059326172,0.9067988634109497,215585,865.664,0.23508892059326172,0.4311876595020294,0.23532991111278534,0.22830583155155182,0.133223295211792,0.9067988634109497,0.8186968564987183,0.9107648730278015,0.9206798672676086,0.9532577991485596
_12-96-160,0.19828981459140776,0.9158640384674073,264833,1062.656,0.19828981459140776,0.2766907513141632,0.2357388734817505,0.17797750234603882,0.17580467462539673,0.9158640384674073,0.8881019949913025,0.8838527202606201,0.9390934705734253,0.9135977625846863
_16-16-12,0.41220160722732546,0.7592067956924439,9433,41.116,0.41220160722732546,0.4917577803134918,0.4204724431037903,0.40059855580329895,0.399059921503067,0.7592067956924439,0.7266288995742798,0.7351274490356445,0.7577903866767883,0.720963180065155
_16-16-16,0.4104723811149597,0.7906515598297119,11749,50.38,0.4104723811149597,0.513088047504425,0.41930049657821655,0.362944096326828,0.3789740204811096,0.7906515598297119,0.701133131980896,0.7167139053344727,0.8356940746307373,0.8484418988227844
_16-16-24,0.43516547679901124,0.7719546675682067,16381,68.908,0.43516547679901124,0.5123194456100464,0.4831863343715668,0.42375826835632324,0.4007136821746826,0.7719546675682067,0.7067988514900208,0.7337110638618469,0.7181302905082703,0.8484418988227844
_16-16-32,0.3115779787302017,0.8767705440521241,21013,87.436,0.3115779787302017,0.43654587864875793,0.30122244358062744,0.28940266370773315,0.2486942857503891,0.8767705440521241,0.8356940746307373,0.8739376664161682,0.8966005444526672,0.8881019949913025
_16-16-64,0.27087450325489043,0.8821529865264892,39541,161.548,0.27087450325489043,0.32179632782936096,0.30229315161705017,0.26790937781333923,0.24267064034938812,0.8821529865264892,0.8654391169548035,0.8626062273979187,0.8696883916854858,0.8937677145004272
_16-16-80,0.30988662838935854,0.8711048245429993,48805,198.604,0.30988662838935854,0.4248954653739929,0.34487858414649963,0.2794724702835083,0.26608511805534363,0.8711048245429993,0.8229461908340454,0.8413597941398621,0.8838527202606201,0.8966005444526672
_16-16-96,0.3420701563358307,0.8456090688705444,58069,235.66,0.3420701563358307,0.4865560531616211,0.3846544623374939,0.3222101330757141,0.27962222695350647,0.8456090688705444,0.7691218256950378,0.8286119103431702,0.856940507888794,0.8696883916854858
_16-16-128,0.25938932597637177,0.8909348368644714,76597,309.772,0.25938932597637177,0.5158267617225647,0.21933846175670624,0.19289180636405945,0.1800720989704132,0.8909348368644714,0.7365438938140869,0.922096312046051,0.9164305925369263,0.9475920796394348
_16-16-160,0.23741854429244996,0.9076487302780152,95125,383.884,0.23741854429244996,0.3510233163833618,0.18800628185272217,0.21422073245048523,0.21284133195877075,0.9076487302780152,0.8371104598045349,0.9433428049087524,0.9206798672676086,0.9235127568244934
